filename,model_type,prompt_detail,temp,completion_id,compiled,passed_bench,period_low,entropy_low,period_high,entropy_high,area
completions_llm/completion_M_t0.3_60.v,llm,M,0.3,60,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.3_61.v,llm,M,0.3,61,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.3_62.v,llm,M,0.3,62,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.3_63.v,llm,M,0.3,63,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.3_64.v,llm,M,0.3,64,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.3_65.v,llm,M,0.3,65,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.3_66.v,llm,M,0.3,66,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.3_67.v,llm,M,0.3,67,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.3_68.v,llm,M,0.3,68,1,1,0,0.0,0,0.0,0.0
completions_llm/completion_M_t0.3_69.v,llm,M,0.3,69,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.3_7.v,llm,M,0.3,7,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.3_70.v,llm,M,0.3,70,1,1,1,0.0,32,3.4657358981716517,27.230207
completions_llm/completion_M_t0.3_71.v,llm,M,0.3,71,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.3_72.v,llm,M,0.3,72,1,1,2,9.753172347484865e-05,2,0.0002674475064772,1.277952
completions_llm/completion_M_t0.3_73.v,llm,M,0.3,73,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.3_74.v,llm,M,0.3,74,1,1,1,0.0,32,3.4657358981716517,20.594687
completions_llm/completion_M_t0.3_75.v,llm,M,0.3,75,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.3_76.v,llm,M,0.3,76,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.3_77.v,llm,M,0.3,77,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.3_78.v,llm,M,0.3,78,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.3_79.v,llm,M,0.3,79,1,1,2,0.6931471802980068,1,0.0,1.572864
completions_llm/completion_M_t0.3_8.v,llm,M,0.3,8,1,1,2,9.753172347484865e-05,1,0.0,
completions_llm/completion_M_t0.3_80.v,llm,M,0.3,80,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.3_81.v,llm,M,0.3,81,1,1,1,0.0,16,0.0030090245082405,49.250303
completions_llm/completion_M_t0.3_82.v,llm,M,0.3,82,1,1,255,5.541263537770694,1,0.0,21.184511
completions_llm/completion_M_t0.3_83.v,llm,M,0.3,83,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.3_84.v,llm,M,0.3,84,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.3_85.v,llm,M,0.3,85,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.3_86.v,llm,M,0.3,86,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.3_87.v,llm,M,0.3,87,1,1,0,0.0,0,0.0,
completions_llm/completion_M_t0.3_88.v,llm,M,0.3,88,1,1,3,0.6933987630654561,2,9.753172347484865e-05,
completions_llm/completion_M_t0.3_89.v,llm,M,0.3,89,1,1,2,9.753172347484865e-05,1,0.0,
completions_llm/completion_M_t0.3_9.v,llm,M,0.3,9,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.3_90.v,llm,M,0.3,90,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.3_91.v,llm,M,0.3,91,1,1,1,0.0,2,0.6931471802980068,1.425408
completions_llm/completion_M_t0.3_92.v,llm,M,0.3,92,1,1,255,5.541263537770694,1,0.0,
completions_llm/completion_M_t0.3_93.v,llm,M,0.3,93,1,1,16,2.7725887204933737,1,0.0,25.313279
completions_llm/completion_M_t0.3_94.v,llm,M,0.3,94,1,1,16,2.7725887204933737,1,0.0,28.655615
completions_llm/completion_M_t0.3_95.v,llm,M,0.3,95,1,1,17,2.833213344056216,1,0.0,33.816575
completions_llm/completion_M_t0.3_96.v,llm,M,0.3,96,1,1,1,0.0,2,9.753172347484865e-05,
completions_llm/completion_M_t0.3_97.v,llm,M,0.3,97,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.3_98.v,llm,M,0.3,98,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.3_99.v,llm,M,0.3,99,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.5_0.v,llm,M,0.5,0,1,1,1,0.0,16,2.766499916533066,20.889599
completions_llm/completion_M_t0.5_1.v,llm,M,0.5,1,1,1,2,0.6931471804435265,1,0.0,1.47456
completions_llm/completion_M_t0.5_10.v,llm,M,0.5,10,1,1,126,4.836281696667941,1,0.0,22.315007
completions_llm/completion_M_t0.5_11.v,llm,M,0.5,11,1,1,1,0.0,1,0.0,0.0
completions_llm/completion_M_t0.5_12.v,llm,M,0.5,12,1,1,1,0.0,895,6.790594697152966,20.889599
completions_llm/completion_M_t0.5_13.v,llm,M,0.5,13,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.5_14.v,llm,M,0.5,14,1,1,1,0.0,32,3.4657358981716517,20.594687
completions_llm/completion_M_t0.5_15.v,llm,M,0.5,15,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.5_16.v,llm,M,0.5,16,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.5_17.v,llm,M,0.5,17,1,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.5_18.v,llm,M,0.5,18,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.5_19.v,llm,M,0.5,19,1,1,21483,9.972658280231492,1,0.0,29.884416
completions_llm/completion_M_t0.5_2.v,llm,M,0.5,2,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.5_20.v,llm,M,0.5,20,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.5_21.v,llm,M,0.5,21,1,1,2,9.753172347484865e-05,2,0.6931471802980068,1.425408
completions_llm/completion_M_t0.5_22.v,llm,M,0.5,22,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.5_23.v,llm,M,0.5,23,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.5_24.v,llm,M,0.5,24,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.5_25.v,llm,M,0.5,25,1,1,0,0.0,0,0.0,0.0
completions_llm/completion_M_t0.5_26.v,llm,M,0.5,26,1,1,0,0.0,0,0.0,
completions_llm/completion_M_t0.5_27.v,llm,M,0.5,27,1,1,16,2.772588719940429,1,0.0,25.657343
completions_llm/completion_M_t0.5_28.v,llm,M,0.5,28,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.5_29.v,llm,M,0.5,29,1,1,2,9.753172347484865e-05,2,0.0002674475064772,1.277952
completions_llm/completion_M_t0.5_3.v,llm,M,0.5,3,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.5_30.v,llm,M,0.5,30,1,1,1,0.0,2,0.0002674475064772,1.769472
completions_llm/completion_M_t0.5_31.v,llm,M,0.5,31,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.5_32.v,llm,M,0.5,32,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.5_33.v,llm,M,0.5,33,1,1,4,0.0006364172743589,1,0.0,
completions_llm/completion_M_t0.5_34.v,llm,M,0.5,34,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.5_35.v,llm,M,0.5,35,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.5_36.v,llm,M,0.5,36,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.5_37.v,llm,M,0.5,37,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.5_38.v,llm,M,0.5,38,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.5_39.v,llm,M,0.5,39,1,1,16,0.002850216321537,1,0.0,
completions_llm/completion_M_t0.5_4.v,llm,M,0.5,4,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.5_40.v,llm,M,0.5,40,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.5_41.v,llm,M,0.5,41,1,1,2,0.6931471804435265,1,0.0,1.47456
completions_llm/completion_M_t0.5_42.v,llm,M,0.5,42,1,1,17,0.0029517583087981,2,0.000184486640734,25.018367
completions_llm/completion_M_t0.5_43.v,llm,M,0.5,43,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.5_44.v,llm,M,0.5,44,1,1,1,0.0,1,0.0,1.425408
completions_llm/completion_M_t0.5_45.v,llm,M,0.5,45,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.5_46.v,llm,M,0.5,46,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.5_47.v,llm,M,0.5,47,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.5_48.v,llm,M,0.5,48,1,1,1,0.0,2,0.0002674475064772,
completions_llm/completion_M_t0.5_49.v,llm,M,0.5,49,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.5_5.v,llm,M,0.5,5,1,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.5_50.v,llm,M,0.5,50,1,1,5,1.609437912317684,1,0.0,
completions_llm/completion_M_t0.5_51.v,llm,M,0.5,51,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.5_74.v,llm,M,0.5,74,1,1,15,0.0026657343484118,2,9.753172347484865e-05,18.038783
completions_llm/completion_M_t0.5_75.v,llm,M,0.5,75,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.5_76.v,llm,M,0.5,76,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.5_77.v,llm,M,0.5,77,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.5_78.v,llm,M,0.5,78,1,1,1,0.0,1,0.0,
completions_llm/completion_M_t0.5_79.v,llm,M,0.5,79,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.5_8.v,llm,M,0.5,8,1,1,1,0.0,32,3.4657358981716517,20.594687
completions_llm/completion_M_t0.5_80.v,llm,M,0.5,80,1,1,2,9.753172347484865e-05,1,0.0,
completions_llm/completion_M_t0.5_81.v,llm,M,0.5,81,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.5_82.v,llm,M,0.5,82,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.5_83.v,llm,M,0.5,83,1,1,0,0.0,0,0.0,0.0
completions_llm/completion_M_t0.5_84.v,llm,M,0.5,84,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.5_85.v,llm,M,0.5,85,1,1,2,9.753172347484865e-05,2,0.0002674475064772,1.277952
completions_llm/completion_M_t0.5_86.v,llm,M,0.5,86,1,1,0,0.0,0,0.0,0.0
completions_llm/completion_M_t0.5_87.v,llm,M,0.5,87,1,1,32768,10.397206663545871,1,0.0,24.133631
completions_llm/completion_M_t0.5_88.v,llm,M,0.5,88,1,1,32,3.465735901053318,1,0.0,
completions_llm/completion_M_t0.5_89.v,llm,M,0.5,89,1,1,0,0.0,0,0.0,0.0
completions_llm/completion_M_t0.5_9.v,llm,M,0.5,9,1,1,48,3.871200931325708,1,0.0,48.857087
completions_llm/completion_M_t0.5_90.v,llm,M,0.5,90,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.5_91.v,llm,M,0.5,91,1,1,18,0.003219179569116,1,0.0,21.676031
completions_llm/completion_M_t0.5_92.v,llm,M,0.5,92,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.5_93.v,llm,M,0.5,93,1,1,1,0.0,1,0.0,
completions_llm/completion_M_t0.5_94.v,llm,M,0.5,94,1,1,32,3.4657358981716517,1,0.0,20.742143
completions_llm/completion_M_t0.5_95.v,llm,M,0.5,95,1,1,1,0.0,16,0.6956595531159049,30.818303
completions_llm/completion_M_t0.5_96.v,llm,M,0.5,96,1,1,1,0.0,16,2.772588719940429,20.447231
completions_llm/completion_M_t0.5_97.v,llm,M,0.5,97,1,1,1,0.0,1,0.0,2.555904
completions_llm/completion_M_t0.5_98.v,llm,M,0.5,98,1,1,32,3.4657358981716517,1,0.0,20.742143
completions_llm/completion_M_t0.5_99.v,llm,M,0.5,99,1,1,2,0.6931471804435265,2,0.000184486640734,2.899968
completions_llm/completion_M_t0.7_0.v,llm,M,0.7,0,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.7_10.v,llm,M,0.7,10,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.7_12.v,llm,M,0.7,12,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.7_14.v,llm,M,0.7,14,1,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.7_16.v,llm,M,0.7,16,1,1,32,3.4657358981716517,1,0.0,20.742143
completions_llm/completion_M_t0.7_18.v,llm,M,0.7,18,1,1,32,3.4657358991901903,1,0.0,
completions_llm/completion_M_t0.7_2.v,llm,M,0.7,2,1,1,1,0.0,16,2.772588719940429,24.035327
completions_llm/completion_M_t0.7_21.v,llm,M,0.7,21,1,1,2,0.0002674475064772,2,9.753172347484865e-05,2.70336
completions_llm/completion_M_t0.7_23.v,llm,M,0.7,23,1,1,1,0.0,2,0.0001844853496203,
completions_llm/completion_M_t0.7_25.v,llm,M,0.7,25,1,1,1,0.0,2,0.6931471802980068,1.425408
completions_llm/completion_M_t0.7_27.v,llm,M,0.7,27,1,1,2,9.753172347484865e-05,16,0.002850216321537,19.169279
completions_llm/completion_M_t0.7_29.v,llm,M,0.7,29,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.7_30.v,llm,M,0.7,30,1,1,5,0.0008209018090316,2,9.753172347484865e-05,5.259264
completions_llm/completion_M_t0.7_32.v,llm,M,0.7,32,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.7_34.v,llm,M,0.7,34,1,1,1,0.0,2,9.753172347484865e-05,0.0
completions_llm/completion_M_t0.7_36.v,llm,M,0.7,36,1,1,32,3.4657358981716517,1,0.0,
completions_llm/completion_M_t0.7_38.v,llm,M,0.7,38,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.7_4.v,llm,M,0.7,4,1,1,32,3.4657358981716517,2,9.753103757016704e-05,20.742143
completions_llm/completion_M_t0.7_41.v,llm,M,0.7,41,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.7_43.v,llm,M,0.7,43,1,1,1,0.0,9,0.0015588376191849,
completions_llm/completion_M_t0.7_45.v,llm,M,0.7,45,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.7_47.v,llm,M,0.7,47,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.7_49.v,llm,M,0.7,49,1,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.7_50.v,llm,M,0.7,50,1,1,2,0.6931471802980068,1,0.0,1.572864
completions_llm/completion_M_t0.7_52.v,llm,M,0.7,52,1,1,0,0.0,0,0.0,0.0
completions_llm/completion_L_t0.7_98.v,llm,L,0.7,98,0,0,0,0.0,0,0.0,
completions_llm/completion_L_t0.7_99.v,llm,L,0.7,99,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.5_52.v,llm,M,0.5,52,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.5_53.v,llm,M,0.5,53,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.5_54.v,llm,M,0.5,54,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.5_55.v,llm,M,0.5,55,1,1,0,0.0,0,0.0,0.0
completions_llm/completion_M_t0.5_56.v,llm,M,0.5,56,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.5_57.v,llm,M,0.5,57,1,1,2,9.753172347484865e-05,2,0.0002674475064772,2.555904
completions_llm/completion_M_t0.5_58.v,llm,M,0.5,58,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.5_59.v,llm,M,0.5,59,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.5_6.v,llm,M,0.5,6,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.5_60.v,llm,M,0.5,60,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.5_61.v,llm,M,0.5,61,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.5_62.v,llm,M,0.5,62,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.5_63.v,llm,M,0.5,63,1,1,2,9.753172347484865e-05,2,0.6931471802980068,1.425408
completions_llm/completion_M_t0.5_64.v,llm,M,0.5,64,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.5_65.v,llm,M,0.5,65,1,1,2,0.000184486640734,1,0.0,1.277952
completions_llm/completion_M_t0.5_66.v,llm,M,0.5,66,1,1,32,3.4657358981716517,1,0.0,27.377663
completions_llm/completion_M_t0.5_67.v,llm,M,0.5,67,1,1,1,0.0,2,9.753172347484865e-05,0.0
completions_llm/completion_M_t0.5_68.v,llm,M,0.5,68,1,1,1,0.0,2,0.0002674475064772,
completions_llm/completion_M_t0.5_69.v,llm,M,0.5,69,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.5_7.v,llm,M,0.5,7,1,1,32768,10.39720770839918,1,0.0,49.790975
completions_llm/completion_M_t0.5_70.v,llm,M,0.5,70,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.5_71.v,llm,M,0.5,71,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.5_72.v,llm,M,0.5,72,1,1,1,0.0,2,0.6931471802980068,1.425408
completions_llm/completion_M_t0.5_73.v,llm,M,0.5,73,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.7_1.v,llm,M,0.7,1,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.7_11.v,llm,M,0.7,11,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.7_13.v,llm,M,0.7,13,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.7_15.v,llm,M,0.7,15,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.7_17.v,llm,M,0.7,17,1,1,1,0.0,2,9.753172347484865e-05,
completions_llm/completion_M_t0.7_19.v,llm,M,0.7,19,1,1,1,0.0,2,0.6931471804435265,1.622016
completions_llm/completion_M_t0.7_20.v,llm,M,0.7,20,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.7_22.v,llm,M,0.7,22,1,1,1,0.0,1,0.0,
completions_llm/completion_M_t0.7_24.v,llm,M,0.7,24,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.7_26.v,llm,M,0.7,26,1,1,1,0.0,1,0.0,58.834943
completions_llm/completion_M_t0.7_28.v,llm,M,0.7,28,1,1,2,9.753172347484865e-05,2,0.0002674475064772,1.277952
completions_llm/completion_M_t0.7_3.v,llm,M,0.7,3,1,1,3,0.6933987630654561,2,0.0001844853496203,3.19488
completions_llm/completion_M_t0.7_31.v,llm,M,0.7,31,1,1,4,0.0005534592236745,1,0.0,
completions_llm/completion_M_t0.7_33.v,llm,M,0.7,33,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.7_35.v,llm,M,0.7,35,1,1,0,0.0,0,0.0,0.0
completions_llm/completion_M_t0.7_37.v,llm,M,0.7,37,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.7_39.v,llm,M,0.7,39,1,1,2,0.000184486640734,1,0.0,0.0
completions_llm/completion_M_t0.7_40.v,llm,M,0.7,40,1,1,32,3.4657358981716517,1,0.0,20.742143
completions_llm/completion_M_t0.7_42.v,llm,M,0.7,42,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.7_44.v,llm,M,0.7,44,1,1,0,0.0,0,0.0,0.0
completions_llm/completion_M_t0.7_46.v,llm,M,0.7,46,1,1,1,0.0,32,3.4657358981716517,20.594687
completions_llm/completion_M_t0.7_48.v,llm,M,0.7,48,1,1,4,1.3862943605669054,1,0.0,
completions_llm/completion_M_t0.7_5.v,llm,M,0.7,5,1,1,2,9.753172347484865e-05,2,0.0002674475064772,1.277952
completions_llm/completion_M_t0.7_51.v,llm,M,0.7,51,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.7_6.v,llm,M,0.7,6,1,1,0,0.0,0,0.0,0.0
completions_llm/completion_M_t0.7_53.v,llm,M,0.7,53,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.7_54.v,llm,M,0.7,54,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.7_55.v,llm,M,0.7,55,1,1,32767,10.397173888490812,1,0.0,
completions_llm/completion_M_t0.7_56.v,llm,M,0.7,56,1,1,1,0.0,2,0.000184486640734,
completions_llm/completion_M_t0.7_57.v,llm,M,0.7,57,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.7_58.v,llm,M,0.7,58,1,1,16,2.7725887204933737,1,0.0,25.313279
completions_llm/completion_M_t0.7_59.v,llm,M,0.7,59,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.7_60.v,llm,M,0.7,60,1,1,2,0.0002674475064772,2,9.753172347484865e-05,1.425408
completions_llm/completion_M_t0.7_61.v,llm,M,0.7,61,1,1,2,0.6931471802980068,1,0.0,5.849088
completions_llm/completion_M_t0.7_62.v,llm,M,0.7,62,1,1,1,0.0,2,0.0002674475064772,1.277952
completions_llm/completion_M_t0.7_63.v,llm,M,0.7,63,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.7_64.v,llm,M,0.7,64,1,1,8,2.079441540544745,1,0.0,20.594687
completions_llm/completion_M_t0.7_65.v,llm,M,0.7,65,1,1,1,0.0,2,0.0004262589533072,51.019774
completions_llm/completion_M_t0.7_66.v,llm,M,0.7,66,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.7_67.v,llm,M,0.7,67,1,1,32,3.4657358981716517,1,0.0,
completions_llm/completion_M_t0.7_68.v,llm,M,0.7,68,1,1,32,3.4657358981716517,1,0.0,20.742143
completions_llm/completion_M_t0.7_69.v,llm,M,0.7,69,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.7_7.v,llm,M,0.7,7,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.7_70.v,llm,M,0.7,70,1,1,1,0.0,1,0.0,51.707903
completions_llm/completion_M_t0.7_71.v,llm,M,0.7,71,1,1,8,2.068513497359536,1,0.0,37.552127
completions_llm/completion_M_t0.7_72.v,llm,M,0.7,72,1,1,16,2.772588719940429,1,0.0,
completions_llm/completion_M_t0.7_73.v,llm,M,0.7,73,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.7_74.v,llm,M,0.7,74,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.7_75.v,llm,M,0.7,75,1,1,0,0.0,0,0.0,0.0
completions_llm/completion_M_t0.7_76.v,llm,M,0.7,76,1,1,5,0.000737945165874,2,0.000184486640734,22.855679
completions_llm/completion_M_t0.7_77.v,llm,M,0.7,77,1,1,2,0.0001844853496203,1,0.0,
completions_llm/completion_M_t0.7_78.v,llm,M,0.7,78,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.7_79.v,llm,M,0.7,79,1,1,2,9.753172347484865e-05,2,0.0002674475064772,1.277952
completions_llm/completion_M_t0.7_8.v,llm,M,0.7,8,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.7_80.v,llm,M,0.7,80,1,1,1,0.0,1,0.0,
completions_llm/completion_M_t0.7_81.v,llm,M,0.7,81,1,1,2,0.000184486640734,1,0.0,
completions_llm/completion_M_t0.7_82.v,llm,M,0.7,82,1,1,2,9.753172347484865e-05,2,0.6931471805308411,41.041919
completions_llm/completion_M_t0.7_83.v,llm,M,0.7,83,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.7_84.v,llm,M,0.7,84,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.7_85.v,llm,M,0.7,85,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.7_86.v,llm,M,0.7,86,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.7_87.v,llm,M,0.7,87,1,1,0,0.0,0,0.0,
completions_llm/completion_M_t0.7_88.v,llm,M,0.7,88,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.7_89.v,llm,M,0.7,89,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.7_9.v,llm,M,0.7,9,1,1,17,1.1011069884394131,1,0.0,52.985855
completions_llm/completion_M_t0.7_90.v,llm,M,0.7,90,1,1,1,0.0,255,5.541263537770694,21.037055
completions_llm/completion_M_t0.7_91.v,llm,M,0.7,91,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.7_92.v,llm,M,0.7,92,1,1,32,3.4657358981716517,1,0.0,20.742143
completions_llm/completion_M_t0.7_93.v,llm,M,0.7,93,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.7_94.v,llm,M,0.7,94,1,1,1,0.0,1,0.0,0.0
completions_llm/completion_M_t0.7_95.v,llm,M,0.7,95,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.7_96.v,llm,M,0.7,96,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t0.7_97.v,llm,M,0.7,97,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t1.0_0.v,llm,M,1.0,0,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t1.0_1.v,llm,M,1.0,1,1,1,9,1.9230470218717175,1,0.0,15.72864
completions_llm/completion_M_t1.0_10.v,llm,M,1.0,10,1,1,221,5.380306855994421,1,0.0,32.194559
completions_llm/completion_M_t1.0_11.v,llm,M,1.0,11,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t1.0_12.v,llm,M,1.0,12,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t1.0_13.v,llm,M,1.0,13,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t1.0_14.v,llm,M,1.0,14,1,1,1,0.0,2,0.0002674475064772,1.277952
completions_llm/completion_M_t1.0_15.v,llm,M,1.0,15,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t1.0_16.v,llm,M,1.0,16,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t1.0_17.v,llm,M,1.0,17,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t1.0_18.v,llm,M,1.0,18,1,1,1,0.0,2,0.6931471802980068,22.806527
completions_llm/completion_M_t1.0_19.v,llm,M,1.0,19,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t1.0_2.v,llm,M,1.0,2,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t1.0_20.v,llm,M,1.0,20,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t1.0_21.v,llm,M,1.0,21,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t1.0_22.v,llm,M,1.0,22,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t1.0_23.v,llm,M,1.0,23,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t1.0_24.v,llm,M,1.0,24,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t1.0_25.v,llm,M,1.0,25,1,1,3,0.0004519325068396,1,0.0,2.70336
completions_llm/completion_M_t1.0_26.v,llm,M,1.0,26,1,1,0,0.0,0,0.0,0.0
completions_llm/completion_M_t1.0_27.v,llm,M,1.0,27,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t1.0_28.v,llm,M,1.0,28,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t1.0_29.v,llm,M,1.0,29,1,1,1,0.0,2,0.6931471802980068,22.806527
completions_llm/completion_M_t1.0_3.v,llm,M,1.0,3,1,1,0,0.0,0,0.0,
completions_llm/completion_M_t1.0_30.v,llm,M,1.0,30,0,0,0,0.0,0,0.0,
completions_llm/completion_M_t1.0_31.v,llm,M,1.0,31,1,1,32,3.4657358991901903,1,0.0,25.214975
